Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Jie Ge LobsterCantonese BBQBullfrog Grilled Fish (Dongpu Store),378,90, Crayfish, Chepi/Dongpu, https://www.dianping.com/shop/l7uzHh2urIZHMVGu, Monday to Sunday 16:30-06:30,7.4,7.5,7.6
Jun Ge's local crucian carp rice dish (Qifu Road store),57,44, Hunan cuisine, Xinshi, https://www.dianping.com/shop/l7v2oNstBipCcvWC, Monday to Sunday 11:30-14:0017:30-21:00,8,8,8.1
Happy LambInner Mongolia Sheep Hot Pot (Liuhua Exhibition and Trade Center),2012,111, Beef and Mutton Hot Pot, Dongfeng Middle Road/Yuexiu Park, https://www.dianping.com/shop/l7v3GUUcadu2P3CW, Monday to Sunday 10:00-22:00,9,9,8.7
Chunxin Cake Shop (Yuanxi Store),362,23, Bread Baking, Xicun/Xichang, https://www.dianping.com/shop/l7v3V9CaEySipJLa, Monday to Sunday 07:00-19:00,8.2,7.5,7.6
Liujie Lake Changde Beef Noodles (Huachenghui Store),326,23, Porridge Noodles, Huachenghui/Gaode Land, https://www.dianping.com/shop/l7v9KUdSCB5ft4M0, Monday to Sunday 10:00-20:00,8.4,8.3,8.5
Domino's Pizza (Anhuahui Store),298,55, Pizza, along Baiyun Avenue, https://www.dianping.com/shop/l7VBXIMJgMCO5k7c, Monday to Sunday 10:00 -22:00,8.4,8.1,8.2
Beichu Yuyan (Emerald Oasis Kela Food Street Store),158,59, Northeastern Cuisine, Phoenix City, https://www.dianping.com/shop/l7vbzggMVBYC0Cm3, Monday to Sunday 10:00-23:30,7.4,7.4,7.5
Back to Wei LaiSeafood Food Stall (Zhongchuanhui Branch),1822,85, seafood, along Industrial Avenue, https://www.dianping.com/shop/l7Vcw9DV9j1B8xd6, Monday to Sunday 11:00-14:0017:00-02:00,8.5,8.6,8.6
Danniu Temple Tea Restaurant (Dongxiao South Branch),708,45, tea restaurant, along Dongxiao South Road, https://www.dianping.com/shop/l7VE2aLkif6BrjHm, Monday to Sunday 11:00-21:00,8.3,7.8,8.3
Yongying Tea Restaurant (Zhongshan Fourth Road Branch),4241,44, Tea Restaurant, Beijing Road Commercial District, https://www.dianping.com/shop/l7VJEWzNMZsbmhR3, Monday to Sunday 08:00-21:00,7.3,6.9,6.8
Yifan Xiangxu (Baiyun Qifu Road Store),2025,65, Hunan cuisine, Xinshi, https://www.dianping.com/shop/l7vNugzroI7U4OV7, Monday to Sunday 11 :00-14:3016:30-21:002023-09-29 to 2023-10-0611:00-21:00,9.2,9.2,9.1
Sichuan peppercorn pickled fish (Wanguo Plaza store),884,77, pickled fish/boiled fish, along Jiangnan Avenue, https://www.dianping.com/shop/l7vXL0XgFsILJOKU, Monday to Sunday 11:00-21:00,8.2,8.3,8.4
Gong Yinjie Beef Bone Beef HouseFourth Generation Heritage (Zhuying Star City Store),2150,80, Hotpot, Kecun/Chigang, https://www.dianping.com/shop/l7w2J0trISjE8pGd, Monday to Sunday 11:00-23:30,8.6,8.4,9
Gong Yinjie Beef Bone Beef HouseFour Generations Inheritance (Zhuying Star City Store),2156,80, Hotpot, Kecun/Chigang, https://www.dianping.com/shop/l7w2J0trISjE8pGd, Monday to Sunday 11:00-23:30,8.6,8.4,9
Chen Zai (Beijing Road Store),89,37, Dessert, Beijing Road Business District, https://www.dianping.com/shop/l7w2OVltdsySq4M6, Monday to Sunday 10:30 -22:30,7.9,7.6,7.8
Dongweiyuan Tea Restaurant (Plaza Branch),67,32, Tea Restaurant, Panyu Square, https://www.dianping.com/shop/l7W581Y98WKrvX5V, Monday to Sunday 07: 30-21:30,7.2,7.4,7.2
Yuezhiwei Charcoal Barbecue (Tonghe Store),184,64, Korean Barbeque, Tonghe/Jingxi, https://www.dianping.com/shop/l7w5mBtQ3jtgvVDs, Monday to Sunday 11:30-01:00,7.4,7.4,7.5
Ohbar Ouba Camping Bar (Yingfeng Building Store),148,70, Korean cuisine, Chebei/Dongpu, https://www.dianping.com/shop/l7W7oz5Cw5fm71V2, Monday to Sunday 18:30-02:30,7.1,7.4,7.3
Tianxiange Restaurant (Xiatang Branch),1755,87, Seafood, Luhu Park, https://www.dianping.com/shop/l7W8WB1fergJFp9Q, Monday to Sunday 07: 00-14:0017:00-21:30,7.1,7,6.5
Korean crazy flavorSeafood and beef buffet barbecue hot pot (Shangxiajiu store),1327,77, buffet, Shangxiajiu commercial district, https://www.dianping.com/shop/l7wcHY7Pkmk7ZubC, Monday to Sunday 10:30-23:00,5.1,5.2,5.5
TheDose Doushi,1139,28, Cafe, Beijing Road Commercial District, https://www.dianping.com/shop/l7WDMs1fG6Vpk627, Monday to Sunday 09:30-18: 30,8.7,8.4,8.8
%Arabica (K11 store),2184,44, coffee shop, Zhujiang New Town, https://www.dianping.com/shop/l7wKEDouysAr4EBY, Monday to Sunday 07:30-21 :00,8.6,8.8,8.9
Zunbao Pizza (Wanbo Metro Station Store),444,26, Pizza, Chimelong/Nancun, https://www.dianping.com/shop/l7WvxfRMAf42sT2q, Monday to Sunday 09 :00-22:00,8.3,7.9,8.1
Barbeque Notes Authentic Northeastern Clay Oven Barbeque,109,57, Fusion Barbecue, Panyu District, https://www.dianping.com/shop/l7x06twuNbbXNduI, Monday to Sunday 17:30- 23:30,7.1,7,7
Shijiu Korean Cuisine (Xintiandi Store),1144,50, Korean Cuisine, University Town, https://www.dianping.com/shop/l7X1MaDGITdzmQ3u, Monday to Sunday 11: 00-22:00,7.9,8.4,8.4
Happy World Food Street,30,64, other food, Zhongcun, https://www.dianping.com/shop/l7x4WFoel1vgeeBA, Monday to Sunday 10:00-21:00,7,7.2,7.1
Li Ji Liuzhou Snail Noodles,14,12, porridge noodles, Tonghe/Jingxi, https://www.dianping.com/shop/l7x5QyYDPdrOW901, Monday to Sunday 08:00 -01:30,7.3,7.3,7.3
Yi Chao Niu Fresh Beef Hot Pot (Pazhou Huangpu Village Store),720,79, Chaoshan Beef Hot Pot, Pazhou, https://www.dianping.com/shop/l7x8bfua2zBCFNh1, Monday to Sunday Day 10:30-22:002023-05-22 to 2024-02-2910:30-23:30,8.4,8.2,8.2
Huizhou Renjia Huainan Beef Soup (Longdong Branch),167,18, creative cuisine, Longdong/Cencun, https://www.dianping.com/shop/l7x94pViwLfpxpLZ, Monday to Sunday 09:30-23:30,7.8,7.5,7.9
Tea Life (CITIC Plaza Store),369,16, tea juice, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/l7Xb8VrU3IfqHhFo, Monday to Friday 09:00-21:00,9,9,9
Domino's Pizza (GOGO Xintiandi Store),494,47, Pizza, University Town, https://www.dianping.com/shop/l7XBZ2VGinoGLjw6, Monday to Sunday 10:00-22 :00,9.1,8.9,9.1
Aunt Qian (Poly Store),18,31, fresh food, along Industrial Avenue, https://www.dianping.com/shop/l7xEKZWtrN7YLLL8, Monday to Sunday 05:00- 23:00,7.2,7.3,7.2
Feast HouseJianghu Cuisine,1468,83, Sichuan Restaurant, Xiaoxintang, https://www.dianping.com/shop/l7XIJA75RqX9ourL, Monday to Sunday 11:00- 14:0017:00-22:30,9.1,9.1,9.1
Sister Monconron Connie,68,20, bread baking, Shiqiaonan, https://www.dianping.com/shop/l7xIpPb7GtSTv62P, Monday to Sunday 08:30-21: 00,7.6,7.7,7.7
Huangchao Lobster HouseTurtle and Bullfrog Pot (Dongxiao South Store),412,76, crayfish, along Dongxiao South Road, https://www.dianping.com/shop/l7xjQZEeQ9lwH45s, Monday to Sunday 17:00-05:00,8,8.1,8.1
Dongbei Hotel (Luoshan Road Branch),9,74, Northeastern Cuisine, Panyu District, https://www.dianping.com/shop/l7xP1gNap3QbuyzZ, Monday to Sunday 11:00- 14:3017:00-05:00,7.1,7.1,7.2
SouthFATCraft Brewery,49,45, other food, along Jiangnan Avenue, https://www.dianping.com/shop/l7XugevtdzQSWX3h, Monday to Sunday 19:00 -02:00,7.4,7.2,7.4
Ye XiaowanOriginal Coconut Chicken (Baixin Plaza Store),672,86, Hot Pot, Baixin Plaza, https://www.dianping.com/shop/l7XyjiEeBF5Pti2y, Monday to Sunday 10:00-22:00,8.7,8.7,8.7
Basilico Cui Italian Bistro,213,224, Italian cuisine, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/l7Y6Sb7zDR4Ny8HU, Monday to Sunday 11:30 -23:00,8.5,8.8,8.6
Youkoufu Food,50,65, Farm Food, Hot Spring Town, https://www.dianping.com/shop/l7y7Cr256og59CsU, Monday to Sunday 10:00-21:00,7.4,7.5,7.5
Yongge Food,13,35, other food, along Industrial Avenue, https://www.dianping.com/shop/l7y7mKvZShCYTzcf, Monday to Sunday 11:00-14:0017 :00-21:00,7.3,7,7.1
XinchengChongqing Douhua Restaurant (Dongshan Hotel Branch),754,70, Sichuan Restaurant, Dongfengdong/Yang Ji, https://www.dianping.com/shop/l7ybCLzJNcEtYZF7, Monday to Sunday 11:00-14:0017:00-21:00,8.8,8.7,8.5
Halal Chinese Lanzhou Ramen,15,15, noodle shop, along Dongxiao South Road, https://www.dianping.com/shop/l7yF7HEDZJwhXq2c, Monday to Sunday 08:00-23: 00,7,7.1,7.1
UL Camping Coffee,63,33, Cafe, Shangxiajiu Commercial District, https://www.dianping.com/shop/l7yKLXfH017hCn4f, Friday and Saturday 10:00-23: 00Tuesday to Thursday Sunday 10:00-22:00Monday 11:00-22:00,8.1,8.5,8.2
Weiling Noodle Shop,130,13, fast food, Tongdewei, https://www.dianping.com/shop/l7YpyUcQUejmeFAe, Monday to Sunday 06:30-13 :00,7.5,7,7.3
Hepingli Chaoshan Freshly Cut Beef Hot Pot (Baogang Avenue Store),98,83, Chaoshan Beef Hot Pot, Haizhu District, https://www.dianping.com/shop/l7YQrGqus7PlWydf, Monday to Sunday 10:00-02:00,8.5,8.1,8.5
TestLounge,381,118, Western food, Zhujiang New Town, https://www.dianping.com/shop/l7yylPnncMKAcCWB, Monday to Sunday 20:00-02:00,8.2,8.4,8.5
New Hainanese Chicken Rice (Dongshankou Branch),291,28, other Chinese food, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/l7YyUiz6M2JSxzEj, Monday to Sunday 10:30-21:00,7.2,6.9,7.1
Master Li's Korean Pork Knuckles (No. 2 Yuanjing Road Store),266,107, Korean cuisine, along Airport Road, https://www.dianping.com/shop/l7YZi4vG2BwjKwU5, Monday to Sunday 11:30-14:3016:30-22:00,9,8.7,9
Big BrotherHandmade NoodlesNorthwestern Cuisine (New World Cloud Store),2006,49, Northwest folk cuisine, Jiahe/Hehe, https://www.dianping.com/shop/l7z3bZbDiS7J2bHZ, Monday to Sunday 11:00-21:30,9.2,9.2,9.2
Zunbao Pizza (Vanke Cloud Store),318,33, Pizza, Xiaoxintang, https://www.dianping.com/shop/l7zajmiy99xhvTUi, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00,8.2,8.2,8.3
Dianzhiyaki,55,103, Japanese cuisine, Jiangnanxi, https://www.dianping.com/shop/l7zdkCSa6HURVVsk, Monday to Sunday 17:00-02:00,8.8,8.5,8.6
Keming Ice Room (Sunac Mao Store),1305,53, Tea Restaurant, Sunac Mao, https://www.dianping.com/shop/l7zHphWjINlF3EJH, Monday to Sunday 10:00-22:00,7.6,7.8,7.6
Sushi Lang (Yuehui City Store),1596,109, Sushi, West Village/Xichang, https://www.dianping.com/shop/l7ZxrHSy03xLmWKY, Monday to Thursday 11: 00-21:00 Friday 11:00-21:30 Sunday 10:30-21:00 Saturday 10:30-21:30,8.3,8.4,8.3
JiangwanlouBoutique Hunan Cuisine (Tongfu Road Store),164,63, Hunan Cuisine, along Binjiang Road, https://www.dianping.com/shop/l7zyXDM5qxOddmGe, Monday to Sunday 11:00-14:00 17:00-22:00,9,9,9
Hakata Iksha (Guangzhou East Station Store),834,51, Japanese cuisine, Tianhebei/Guangzhou East Station, https://www.dianping.com/shop/l805ZbXKJKN3BleA, Monday to Sunday 11:00-21:30,8.5,8.2,8.6
Dae Jang Geum Charcoal Barbeque Korean Cuisine (Xinronghong Branch),1901,79, Korean Barbecue, Xinronghong Plaza, https://www.dianping.com/shop/l80M8NzP6M5nORdN, Monday to Sunday 11:00-22:00,7.7,7.6,7.7
Huaji Food Stall,17,49, Hakka Cuisine, Wenchong, https://www.dianping.com/shop/l80Obm6PwpFT7FCu, Monday to Sunday 10:00-14:0016 :30-23:00,7.3,7.2,7.3
Domino's Pizza (Huasui Road Store),224,44, Pizza, Huachenghui/Amap Land, https://www.dianping.com/shop/l80YXdFU2rQGbMol, Monday to Sunday 10:00-22:00,9.1,9,9.1
Mu Shenghuo BBQ theme specialty store (main store),2996,87, skewers, Shipai/Bainaohui, https://www.dianping.com/shop/l81EF5T0tTNj0Owp, Monday to Sunday 17:00-06:00,7.9,7.7,7.7
Tan MamaVietnamese Noodles,482,39, Vietnamese food, Zhongshan Qiba Road, https://www.dianping.com/shop/l81hh2irWXdyzwDi, Monday to Sunday 11:30- 22:00,8.4,8,8.1
Pigeon Farm Farm Slice Duck (Qinghe Branch),607,68, Farm Cuisine, Panyu Square, https://www.dianping.com/shop/l81IzE4IDeDOn5Fz, Monday to Sunday 11 :00-14:0017:00-21:00,7.6,7.2,7.3
Meet Xiaomian (Panyu Wanmin Store),239,26, porridge noodles, dashi, https://www.dianping.com/shop/l81YdrfCogIBmM0J, Monday to Sunday 10:00 -22:00,8.6,8.6,8.6
XiangsongFeast in the Rice Fields (Qiaoxin Store),4309,113, Hunan Cuisine, Zhujiang New Town, https://www.dianping.com/shop/l821EzO6nAnih58u, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-21:00,9,9.1,9.1
Harbin sauce bone home-cooked Northeastern dumplings,40,48, Northeastern cuisine, dashi, https://www.dianping.com/shop/l82EIBkyxh4XxZ6X, Monday to Sunday 09:30-23 :00,7.2,7.2,7.2
Le Caesar Pizza (Phoenix Yongwang Store),310,64, Western food, Phoenix, https://www.dianping.com/shop/l82MVQRZ6VJIWFHs, Monday to Sunday 10: 00-22:00,8.5,8.5,8.7
YOLOCAFE,56,22, coffee shop, along Airport Road, https://www.dianping.com/shop/l82ORlIiAqrLMlgn, Monday to Sunday 08:00-21:00,8.1,7.9,8.1
Xingji Laochang,264,10, Snacks, Zhongshan Qiba Road, https://www.dianping.com/shop/l82pv4O5ujeyBqqt, Monday to Sunday 07:00-14: 30,7.6,7,7.8
Jiumaojiu Northwest Cuisine (Qifu Binhui Store),854,65, Northwest folk cuisine, Zhongcun, https://www.dianping.com/shop/l83g5a0khx9z6uPU, Monday to Sunday Day 11:00-14:30 17:00-21:00,8.8,8.9,8.9
Peninsula Seafood and Beef,2387,179, Buffet, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/l83RxC7X76M4n3Wr, Monday to Sunday 11:30 -14:0018:00-21:00,7.6,8.4,8.1
Lishanghuang (Guangzhou Dongpu Dama Road Store),214,16, Chestnuts/Dried Fruits, Chebei/Dongpu, https://www.dianping.com/shop/l84bCHoHb0glh7rR, Monday to Sunday 10:00-22:00,7.7,7.7,7.8
Satisfied Snail Noodle Shop,77,23, Porridge Noodles, Zhongcun, https://www.dianping.com/shop/l84M4ss2iI93Tj62, Monday to Sunday 11:00-14: 0016:00-22:00,7.2,7.3,7.4
Shiying Tea Restaurant,160,31, Tea Restaurant, along Binjiang Road, https://www.dianping.com/shop/l84qkBiETyRjUpMp, Monday to Sunday 11:00-20: 30,8,7.5,8
Yutangli. Fish cooked in fresh soup (Zhongshan Avenue West Branch),562,87, Fish Hotpot, Tianhe Park/Shangshe, https://www.dianping.com/shop/l84SmldzMeuThaGe, Monday to Sunday 11:00-14:30 17:00-21:30,8.7,8.6,8.7
No. 1 (Enning Road Store),47,23, porridge and noodles, Shangxiajiu Commercial District, https://www.dianping.com/shop/l85bdurlE5J5USd8, Monday to Sunday 08:30-22:00,7.4,7.3,7.4
BADTASTECOFFEE,379,23, Cafe, Jiangnanxi, https://www.dianping.com/shop/l85GA6cZekajZCTF, Saturday and Sunday 11:00-20:00 Monday to Wednesday Friday 10:30-19:00,8.7,8.6,9
Man Wah Bing Ting (Teem City Store),18921,62, Tea Restaurant, Teem City/Sports Center, https://www.dianping.com/shop/l85OGfGaDg6txGPV, Monday to Sunday Thursday and Sunday 10:00-21:00 Friday and Saturday 10:00-21:30,8.2,8.4,8.1
Nianjia Xiang (Taihe store),22,77, Hunan cuisine, Taihe Town, https://www.dianping.com/shop/l86EkRAZxmdvvYWU, Monday to Sunday 11:00 -14:3017:00-21:00,7.4,7.5,7.4
Zhou Chengzhi Snail Noodles (Zhongshan Eighth Road Branch),301,17, Porridge Noodles, Zhongshan Qiba Road, https://www.dianping.com/shop/l86MJRag67QoJCBJ, Monday to Sunday 10:00-23:00,8.6,8.4,8.6
Zhou Chengzhi Snail Noodles (Zhongshan Eighth Road Branch),304,17, Porridge Noodles, Zhongshan Qiba Road, https://www.dianping.com/shop/l86MJRag67QoJCBJ, Monday to Sunday 10:00-23:00,8.6,8.4,8.6
Cuihua express (Tiyu West store),1111,14, bread baking, Tianhe City/Tiyu West, https://www.dianping.com/shop/l86NQALMBXMQCbbC, Monday to Sunday 08:00-21:30,8.4,8.2,8.3
Zijinge Hot Spring Farm,230,57, Cantonese Restaurant, Liangkou Town, https://www.dianping.com/shop/l86x1IconCFDQy1G, Monday to Sunday 10:30-14: 0017:00-21:00,8.4,8.4,8.4
Liu SanxianSnail NoodlesAll Things,282,18, porridge noodles, along Xingang West Road, https://www.dianping.com/shop/l86zeHrXgkhwMbIk, Monday to Sunday 10: 00-22:00,8,8,8.1
Liu SanxianSnail NoodlesAll Things,282,17, porridge noodles, along Xingang West Road, https://www.dianping.com/shop/l86zeHrXgkhwMbIk, Monday to Sunday 10: 00-22:00,8,8,8.1
Ri Lao Ye Lao  Cold Seafood (Huangpu Branch),241,29, Snacks, Dashadi, https://www.dianping.com/shop/l876UlSHlh2RzuXv, Monday to Sunday 11:00-01:30,7.4,7.4,7.5
Xianqi Banbutian Bistro (Haizhu Mi Cube Branch),235,67, Sichuan Restaurant, Haizhu District, https://www.dianping.com/shop/l877ZkHjWkh15jqu, Monday to Sunday 11:00-02:00,8.9,8.5,8.8
The most delicious frog fish hot pot (Poly Zhongchen store),569,83, fish hot pot, Shipai/Longkou, https://www.dianping.com/shop/l87aQgB49DVif9nZ, Monday to Sunday 11:00-02:30,9.1,9.1,9.2
Shiqian Restaurant,151,79, Farm Cuisine, Huadu District, https://www.dianping.com/shop/l87I9eUtPAPBo0mD, Monday to Sunday 11:00-20:00,7.7,6.5,7
OURS,74,31, Cafe, along Binjiang Road, https://www.dianping.com/shop/l87Pd6hOSjo1OKga, Monday to Sunday 08:00-19:30,8.2,8.3,8.5
Monster Tea Baked  Affordable Seafood,766,146, Seafood, Beijing Road Commercial District, https://www.dianping.com/shop/l87ydpLgRmNwfWYS, Monday to Sunday 12:00-14 :3017:00-22:30,7.6,7.5,7.7
Romance of HunanChopped Pepper Fish Head (Huadu Store),541,77, Hunan Cuisine, Xiliden Food Style Street, https://www.dianping.com/shop/l883WmrvRV0s8skP, Monday to Sunday 11:00-14:30 16:30-21:30,8.6,8.9,8.6
Tan Yaxue Old Hotpot (Hopson Plaza Store),2298,97, Sichuan Hotpot, Kecun/Chigang, https://www.dianping.com/shop/l888RcVQoQKg3D3K, Friday to Sunday 11:00-21:30 Monday to Thursday 11:00-14:0017:00-21:302023-09-29 to 2023...,9.1,9.1,9
Zunyi Mutton Noodles (Times City Store),17,18, Porridge Noodles, East District of Development Zone, https://www.dianping.com/shop/l88AuBUs3E0DbJrB, Monday to Sunday 09 :00-21:00,7.5,7.3,7.4
LaoxiangcunHunan Local Cuisine (Wanmin Square Store),1219,64, Hunan Cuisine, Jiahe/Hehe, https://www.dianping.com/shop/l88rnpI9Cwt4IsEO, Monday to Sunday 11:00-21:00,9.1,9.1,9
Binji River Fresh,120,83, Seafood, Zengcheng District, https://www.dianping.com/shop/l89i7nbFVCXzUAWt, Monday to Sunday 09:00-14:0017:00 -21:00,7.3,7.1,7.1
Taste of Private Kitchen (Zhonghai Huawan No. 1 Area B Store),23,85, Private Kitchen, Liwan District, https://www.dianping.com/shop/l89T8FE6OTkgpYQn, Monday to Saturday 17:00-21:00,7.4,7.3,7.4
Korean Cuisine Xilaiyuan (Lotte Street Store),88,85, Korean Cuisine, along Airport Road, https://www.dianping.com/shop/l89V40SJDqxfD8La, all day from Monday to Sunday,7.2,7,7.1
Yushen Crispy Grilled Fish (Yuanjing Road Store),252,69, grilled fish, along Airport Road, https://www.dianping.com/shop/l8A4PqKx529MBhYV, Monday to Sunday 16:30-03:00,9.1,9.1,9.1
Old Xi'anHandmade Noodles Northwest Cuisine (Conghua Branch),576,51, Northwest Folk Cuisine, Jiangpu, https://www.dianping.com/shop/l8A6zobuwC0io2z5, Monday to Sunday Sunday 10:30-21:30,8.4,8.5,8.4
Gold Medal Liuzhou Snail Noodles (Longjun Plaza Store),21,11, porridge noodles, Baiyun District, https://www.dianping.com/shop/l8AAcafnXo5T2zCt, Monday to Sunday all sky,7,7.1,7.1
Yeyu QingxiangCoconut Chicken and Pork Belly Chicken (Dashadi Store),220,72, Coconut Chicken Hot Pot, Dashadi, https://www.dianping.com/shop/l8aaEVsyv1oSgomw, Monday to Sunday 10:00-22:00,8.8,9,8.8
CoCo (Tianyu Plaza Store),2081,13, Tea and Juice, Shipai/Longkou, https://www.dianping.com/shop/l8aaLOGNaYnwMdqJ, Monday to Sunday 10:30-22:00,8.3,8.2,8.2
Tangbao Star (Nanpu store),178,18, Baozi, Nanpu, https://www.dianping.com/shop/l8Abe4wawWYnggTn, Monday to Sunday 07:00-23 :30,7.7,7.7,7.7
Maofu Family Banquet (Huadu Branch),166,36, Hunan Cuisine, Huadu Square/District Government, https://www.dianping.com/shop/l8aCL1utcRKk5AeG, Monday to Sunday 10:30-22:00,7.7,7.8,8
Hi Tea (Jiayu Sun City Store),348,16, tea juice, Jiayu Sun City, https://www.dianping.com/shop/l8adkd7Rq6ooA2vB, Monday to Sunday 09 :00-22:00,8.6,8.5,8.5
Knowing Fusion Western Food (Tiande Plaza Store),1162,142, Specialties, Zhujiang New Town, https://www.dianping.com/shop/l8aG2vWfDq2mPV0Y, Monday to Sunday 11:00-22:00,8.3,9,8.8
Knowing Fusion Western Food (Tiande Plaza Store),1162,141, Specialties, Zhujiang New Town, https://www.dianping.com/shop/l8aG2vWfDq2mPV0Y, Monday to Sunday 11:00-22:00,8.3,9,8.8
Highland ShangdianCantonese Cuisine Guangfu Tea Snacks (Chebei Branch),757,52, Cantonese style tea snacks, Chebei/Dongpu, https://www.dianping.com/shop/l8AghejbaVINzEKt, Monday to Sunday 08:00-22:00,7.3,7.4,7.4
Highland ShangdianCantonese Cuisine Guangfu Tea Snacks (Chebei Branch),757,53, Cantonese style tea snacks, Chebei/Dongpu, https://www.dianping.com/shop/l8AghejbaVINzEKt, Monday to Sunday 08:00-22:00,7.3,7.4,7.4
Galeries Lafayette Copper Stove Frog Pot (Wanda Jinjie Store),865,79, charcoal hot pot/copper pot, Jinzhou Business District, https://www.dianping.com/shop/l8AHiCmtWuC4hHmT, Monday to Sunday 11:00-23:00,8.6,8.5,8.6
Xiyuwu Sushi Cuisine (Huaye Yungu Branch),156,46, Japanese cuisine, Huangbian, https://www.dianping.com/shop/l8aKhMszSE6RFYmv, Monday to Sunday 10:30-22:00,7.8,7.8,8
Taoyin Sifang Cuisine,589,227, Japanese cuisine, Zhujiang New Town, https://www.dianping.com/shop/l8AkRltq8mcdduf7, Monday to Sunday 11:00-23:00,8.7,8.5,8.8
East China Normal University Dining Hall,198,12, other Chinese food, Shipai/Longkou, https://www.dianping.com/shop/l8AOZnkrD7b5ZR7S, Monday to Sunday 07:30- 12:3016:30-19:00,7.6,7.4,7.5
Niu Zaodang (Xili Plaza Store),64,14, Tea Restaurant, Shiqiao, https://www.dianping.com/shop/l8AVSSsJhgPsWgG6, Monday to Sunday 10: 00-21:00,7.4,6.7,7.5
Dian YilongCantonese dim sum (Tonghe Jinbo Store),2280,69, Cantonese style refreshments, Tonghe/Jingxi, https://www.dianping.com/shop/l8B3IuPLC9jkpEjq, Monday to Friday 08:00-14:30 17:00-21:00 Saturday and Sunday 08:00-21:00,8.9,9.1,9
Dian YilongCantonese dim sum (Tonghe Jinbo Store),2282,69, Cantonese style refreshments, Tonghe/Jingxi, https://www.dianping.com/shop/l8B3IuPLC9jkpEjq, Monday to Friday 08:00-14:30 17:00-21:00 Saturday and Sunday 08:00-21:00,8.9,9.1,9
Yiji Noodle HouseWonton Noodles Expert (Wuyang Xincheng Branch),1556,30, Porridge Noodles, Wuyang Xincheng, https://www.dianping.com/shop/l8B7KJniG14VhfPT, Monday to Sunday 07:00-03:00,8.4,8.6,8.4
Yiji Noodle ShopWonton Noodles Expert (Wuyang Xincheng Branch),1557,30, Porridge Noodles, Wuyang Xincheng, https://www.dianping.com/shop/l8B7KJniG14VhfPT, Monday to Sunday 07:00-03:00,8.4,8.6,8.4
Mini Coco Thai Food Stall (Beijing Road Store),171,58, Thai food, Beijing Road Commercial District, https://www.dianping.com/shop/l8b7xobx2DtNbDfq, Monday to Sunday 11:00-14:3017:00-22:00,8.4,8.3,8.6
